ROWNUM|ACCOUNTID|MERCHANT_NAME|MERCHANT_CATEGORY_CODE|MERCHANT_CATEGORY_DESC|MERCHANT_COUNTRY|POST_DATE|TRANSACTION_DATE|TRANSACTION_TYPE|CREDIT_DEBIT|CREDIT_LIMIT|AMOUNT|BALANCE|CREDITCARDNUMBER|CC_TYPE|USE_CASE|CUST_NAME|NUM_CCS|CUST_CITY|CUST_STATE|CUST_ZIP|CUST_COUNTRY|TRANS_DETAIL
54_2016-02-01 22:08:53|10786205|Payment|2222|Non Customer Payment|US|2015-04-16|2015-04-15|Wire Payment|C|6000|1144|2288|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
55_2016-02-01 22:08:53|10786205|Contract Consulting Industries|7631|Watch/Jewelry Repair|US|2015-04-17|2015-04-16|Penalty|D|6000|1722|566|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
56_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-04-20|2015-04-19|ACH Payment|C|6000|561|1127|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
57_2016-02-01 22:08:53|10786205|Frontier Architecture Analysis|7534|Tire Retreading and Repair|US|2015-04-22|2015-04-21|Purchase|D|6000|636|491|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
58_2016-02-01 22:08:53|10786205|Medicine Electronics|3711|Hotels/Motels/Inns/Resorts|US|2015-04-24|2015-04-23|Interest Charge|D|6000|166|325|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
59_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-04-26|2015-04-25|Online Transfer|C|6000|45|370|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
60_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-04-29|2015-04-28|ACH Payment|C|6000|185|555|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
61_2016-02-01 22:08:53|10786205|Universal Virtual|3612|Hotels/Motels/Inns/Resorts|US|2015-04-30|2015-04-29|Fee|D|6000|392|163|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
62_2016-02-01 22:08:53|10786205|Software Construction|3740|Hotels/Motels/Inns/Resorts|US|2015-05-01|2015-04-30|Refund|D|6000|47|116|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
63_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-03|2015-05-02|Wire Payment|C|6000|54|170|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
64_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-05|2015-05-04|Cash Payment|C|6000|91|261|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
65_2016-02-01 22:08:53|10786205|Telecom Star|7998|Aquariums|US|2015-05-06|2015-05-05|Purchase|D|6000|111|150|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
66_2016-02-01 22:08:53|10786205|Net Star Federated|4214|Motor Freight Carriers and Trucking Local and Long Distance Moving and Storage Companies and Local Delivery Services|US|2015-05-07|2015-05-06|Refund|D|6000|125|25|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
67_2016-02-01 22:08:53|10786205|Source Analysis Direct|6051|Non Fl Money Orders|US|2015-05-10|2015-05-09|Purchase|D|6000|22|3|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
68_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-12|2015-05-11|Wire Payment|C|6000|1|4|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
69_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-15|2015-05-14|ACH Payment|C|6000|4|8|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
70_2016-02-01 22:08:53|10786205|Vision Federated Hill|9222|Fines   Government Administrative Entities|US|2015-05-17|2015-05-16|Penalty|D|6000|5|3|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
71_2016-02-01 22:08:53|10786205|Direct Solutions Graphics|3673|Hotels/Motels/Inns/Resorts|US|2015-05-19|2015-05-18|Fee|D|6000|1|2|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
72_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-22|2015-05-21|Online Transfer|C|6000|1|3|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
73_2016-02-01 22:08:53|10786205|Atlantic Network Galaxy|3664|Hotels/Motels/Inns/Resorts|US|2015-05-23|2015-05-22|Penalty|D|6000|3|0|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
74_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-24|2015-05-23|Wire Payment|C|6000|1055|1055|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
75_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-25|2015-05-24|Online Transfer|C|6000|101|1156|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
76_2016-02-01 22:08:53|10786205|Digital Data Industries|8241|Correspondence Schools|US|2015-05-28|2015-05-27|Fee|D|6000|412|744|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
77_2016-02-01 22:08:53|10786205|Advanced Star Studio|3703|Hotels/Motels/Inns/Resorts|US|2015-05-29|2015-05-28|Penalty|D|6000|214|530|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
78_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-05-30|2015-05-29|ATM Payment|C|6000|272|802|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
79_2016-02-01 22:08:53|10786205|Resource Electronics|3521|Hotels/Motels/Inns/Resorts|US|2015-06-02|2015-06-01|Interest Charge|D|6000|570|232|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
80_2016-02-01 22:08:53|10786205|Bell Federated Digital|2741|Miscellaneous Publishing and Printing|US|2015-06-03|2015-06-02|Interest Charge|D|6000|179|53|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
81_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-06-05|2015-06-04|ACH Payment|C|6000|15|68|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
82_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-06-07|2015-06-06|Online Transfer|C|6000|45|113|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
83_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-06-09|2015-06-08|Cash Payment|C|6000|108|221|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
84_2016-02-01 22:08:53|10786205|Technology Net|5094|Precious Stones and Metals Watches and Jewelry|US|2015-06-10|2015-06-09|Interest Charge|D|6000|154|67|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
85_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-06-11|2015-06-10|Online Transfer|C|6000|24|91|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
86_2016-02-01 22:08:53|10786205|Payment|2222|Non Customer Payment|US|2015-06-14|2015-06-13|Wire Payment|C|6000|73|164|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
87_2016-02-01 22:08:53|10786205|Net Galaxy|3435|Car Rental|US|2015-06-15|2015-06-14|Fee|D|6000|61|103|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
88_2016-02-01 22:08:53|10786205|Analysis Speed Pacific|3551|Hotels/Motels/Inns/Resorts|US|2015-06-18|2015-06-17|Purchase|D|6000|93|10|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
89_2016-02-01 22:08:53|10786205|Software Consulting|7622|Electronics Repair Shops|US|2015-06-19|2015-06-18|Fee|D|6000|8|2|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
90_2016-02-01 22:08:53|10786205|Future Vision Bell|7997|Country_Green Clubs|US|2015-06-21|2015-06-20|Purchase|D|6000|2|0|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
91_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-06-22|2015-06-21|e-Check Check|C|6000|2072|2072|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
92_2016-02-01 22:08:53|10786205|North Direct Innovation|3542|Hotels/Motels/Inns/Resorts|US|2015-06-23|2015-06-22|Purchase|D|6000|1192|880|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
93_2016-02-01 22:08:53|10786205|Advanced Vision|3419|Car Rental|US|2015-06-25|2015-06-24|Fee|D|6000|489|391|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
94_2016-02-01 22:08:53|10786205|Network Direct Telecom|6513|Real Estate Agents and Managers - Rentals|US|2015-06-28|2015-06-27|Penalty|D|6000|12|379|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
95_2016-02-01 22:08:53|10786205|Industries West Signal|4112|Passenger Railways|US|2015-06-29|2015-06-28|Penalty|D|6000|297|82|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
96_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-07-01|2015-06-30|Wire Payment|C|6000|70|152|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
97_2016-02-01 22:08:53|10786205|Pacific Electronic People|3787|Hotels/Motels/Inns/Resorts|US|2015-07-02|2015-07-01|Refund|D|6000|20|132|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
98_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-07-04|2015-07-03|Paper Check|C|6000|126|258|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
99_2016-02-01 22:08:53|10786205|Net Advanced Hardware|3558|Hotels/Motels/Inns/Resorts|US|2015-07-05|2015-07-04|Fee|D|6000|43|215|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
100_2016-02-01 22:08:53|10786205|Advanced Galaxy Digital|3637|Hotels/Motels/Inns/Resorts|US|2015-07-06|2015-07-05|Purchase|D|6000|45|170|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
101_2016-02-01 22:08:53|10786205|Payment|1111|Customer Payment|US|2015-07-09|2015-07-08|Online Transfer|C|6000|151|321|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
102_2016-02-01 22:08:53|10786205|Industries Network|3741|Hotels/Motels/Inns/Resorts|US|2015-07-10|2015-07-09|Penalty|D|6000|148|173|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
103_2016-02-01 22:08:53|10786205|Graphics Provider Technology|7311|Advertising Services|US|2015-07-11|2015-07-10|Penalty|D|6000|8|165|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
104_2016-02-01 22:08:53|10786205|Venture Advanced Medicine|8021|Dentists Orthodontists|US|2015-07-12|2015-07-11|Purchase|D|6000|26|139|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
105_2016-02-01 22:08:53|10786205|Max Star|3360|Car Rental|US|2015-07-15|2015-07-14|Refund|D|6000|130|9|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
106_2016-02-01 22:08:53|10786205|Customer Payment|1111|Customer Payment|US|2015-07-18|2015-07-17|Wire Payment|C|6000|5991|6000|77982153408898235|amex|Use Case 10 - Green|Daunte Wisoky MD|2|DURHAM|NC|27705|US|
0_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-01-02|2015-01-01|e-Check Check|C|9000|4100|13100|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
1_2016-02-01 22:08:53|10786210|North Analysis Galaxy|3526|Hotels/Motels/Inns/Resorts|GH|2015-01-04|2015-01-03|Refund|D|9000|2574|10526|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
2_2016-02-01 22:08:53|10786210|Telecom Bell Direct|5045|Computers Peripherals and Software|MN|2015-01-06|2015-01-05|Fee|D|9000|1188|9338|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
3_2016-02-01 22:08:53|10786210|Graphics Signal Interactive|5946|Camera and Photographic Supply Stores|US|2015-01-08|2015-01-07|Interest Charge|D|9000|303|9035|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
4_2016-02-01 22:08:53|10786210|Venture Hill Architecture|8050|Nursing/Personal Care|RW|2015-01-10|2015-01-09|Penalty|D|9000|4|9031|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
5_2016-02-01 22:08:53|10786210|Design Industries Analysis|3068|Airlines|US|2015-01-13|2015-01-12|Purchase|D|9000|24|9007|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
6_2016-02-01 22:08:53|10786210|Network Source|3287|Airlines|US|2015-01-14|2015-01-13|Refund|D|9000|3|9004|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
7_2016-02-01 22:08:53|10786210|Speed Electronic|3581|Hotels/Motels/Inns/Resorts|SG|2015-01-15|2015-01-14|Fee|D|9000|3|9001|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
8_2016-02-01 22:08:53|10786210|Virtual People Internet|3112|Airlines|US|2015-01-18|2015-01-17|Purchase|D|9000|1|9000|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
9_2016-02-01 22:08:53|10786210|North Innovation Hardware|3271|Airlines|US|2015-01-19|2015-01-18|Interest Charge|D|9000|2210|6790|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
10_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-01-22|2015-01-21|ATM Payment|C|9000|887|7677|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
11_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-01-25|2015-01-24|ATM Payment|C|9000|4436|12113|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
12_2016-02-01 22:08:53|10786210|Architecture Omega Data|3618|Hotels/Motels/Inns/Resorts|US|2015-01-27|2015-01-26|Purchase|D|9000|364|11749|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
13_2016-02-01 22:08:53|10786210|Net Adventure Bell|3601|Hotels/Motels/Inns/Resorts|CX|2015-01-28|2015-01-27|Refund|D|9000|2129|9620|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
14_2016-02-01 22:08:53|10786210|Frontier Advanced Galaxy|3579|Hotels/Motels/Inns/Resorts|MM|2015-01-31|2015-01-30|Penalty|D|9000|24|9596|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
15_2016-02-01 22:08:53|10786210|Architecture Frontier Universal|3193|Airlines|NL|2015-02-02|2015-02-01|Interest Charge|D|9000|493|9103|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
16_2016-02-01 22:08:53|10786210|Vision Graphics Research|3599|Hotels/Motels/Inns/Resorts|NZ|2015-02-05|2015-02-04|Interest Charge|D|9000|47|9056|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
17_2016-02-01 22:08:53|10786210|Provider Adventure Vision|3742|Hotels/Motels/Inns/Resorts|NP|2015-02-07|2015-02-06|Fee|D|9000|36|9020|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
18_2016-02-01 22:08:53|10786210|Galaxy Design Universal|3512|Hotels/Motels/Inns/Resorts|EG|2015-02-10|2015-02-09|Refund|D|9000|4|9016|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
19_2016-02-01 22:08:53|10786210|Power Electronics Technology|3017|Airlines|US|2015-02-13|2015-02-12|Interest Charge|D|9000|11|9005|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
20_2016-02-01 22:08:53|10786210|Net Provider|3252|Airlines|NZ|2015-02-16|2015-02-15|Refund|D|9000|2|9003|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
21_2016-02-01 22:08:53|10786210|Innovation Interactive Hill|7032|Sporting/Recreation Camps|US|2015-02-18|2015-02-17|Fee|D|9000|1|9002|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
22_2016-02-01 22:08:53|10786210|Direct Design General|5533|Automotive Parts and Accessories Stores|FO|2015-02-21|2015-02-20|Interest Charge|D|9000|1|9001|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
23_2016-02-01 22:08:53|10786210|Solutions North|3731|Hotels/Motels/Inns/Resorts|FM|2015-02-23|2015-02-22|Fee|D|9000|1|9000|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
24_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-02-24|2015-02-23|Online Transfer|C|9000|8495|17495|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
25_2016-02-01 22:08:53|10786210|Power Building North|3691|Hotels/Motels/Inns/Resorts|GE|2015-02-25|2015-02-24|Penalty|D|9000|5770|11725|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
26_2016-02-01 22:08:53|10786210|Industries Graphics|3020|Airlines|LB|2015-02-28|2015-02-27|Fee|D|9000|2602|9123|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
27_2016-02-01 22:08:53|10786210|Signal Analysis|3129|Airlines|US|2015-03-02|2015-03-01|Purchase|D|9000|6|9117|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
28_2016-02-01 22:08:53|10786210|Hill Data Network|3035|Airlines|AI|2015-03-05|2015-03-04|Refund|D|9000|76|9041|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
29_2016-02-01 22:08:53|10786210|Galaxy Resource Analysis|4011|Railroads|CZ|2015-03-07|2015-03-06|Fee|D|9000|16|9025|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
30_2016-02-01 22:08:53|10786210|Speed Omega|5811|Caterers|MU|2015-03-10|2015-03-09|Penalty|D|9000|23|9002|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
31_2016-02-01 22:08:53|10786210|Universal Galaxy Studio|5047|Medical Dental Ophthalmic and Hospital Equipment and Supplies|SI|2015-03-13|2015-03-12|Penalty|D|9000|2|9000|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
32_2016-02-01 22:08:53|10786210|Omega Data|3753|Hotels/Motels/Inns/Resorts|US|2015-03-14|2015-03-13|Interest Charge|D|9000|2351|6649|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
33_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-03-15|2015-03-14|Paper Check|C|9000|3721|10370|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
34_2016-02-01 22:08:53|10786210|Research Bell|3377|Car Rental|US|2015-03-16|2015-03-15|Interest Charge|D|9000|304|10066|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
35_2016-02-01 22:08:53|10786210|Telecom Network|3406|Car Rental|US|2015-03-17|2015-03-16|Penalty|D|9000|229|9837|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
36_2016-02-01 22:08:53|10786210|Frontier People Architecture|3534|Hotels/Motels/Inns/Resorts|FM|2015-03-19|2015-03-18|Penalty|D|9000|552|9285|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
37_2016-02-01 22:08:53|10786210|Signal Federated|5499|Miscellaneous Food Stores  Convenience Stores and Specialty Markets|IQ|2015-03-20|2015-03-19|Refund|D|9000|167|9118|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
38_2016-02-01 22:08:53|10786210|Future Design Solutions|5733|Music Stores-Musical Instruments Pianos and Sheet Music|HU|2015-03-22|2015-03-21|Fee|D|9000|19|9099|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
39_2016-02-01 22:08:53|10786210|Telecom Systems Virtual|3273|Airlines|VU|2015-03-23|2015-03-22|Fee|D|9000|52|9047|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
40_2016-02-01 22:08:53|10786210|Speed Design Hill|7339|Secretarial Support Services|HK|2015-03-26|2015-03-25|Penalty|D|9000|11|9036|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
41_2016-02-01 22:08:53|10786210|Bell North Federated|3031|Airlines|US|2015-03-28|2015-03-27|Fee|D|9000|27|9009|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
42_2016-02-01 22:08:53|10786210|Omega Internet Innovation|4214|Motor Freight Carriers and Trucking Local and Long Distance Moving and Storage Companies and Local Delivery Services|TP|2015-03-30|2015-03-29|Purchase|D|9000|9|9000|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
43_2016-02-01 22:08:53|10786210|Virtual East Omega|3370|Car Rental|TP|2015-03-31|2015-03-30|Interest Charge|D|9000|2436|6564|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
44_2016-02-01 22:08:53|10786210|South Omega Medicine|5199|Nondurable Goods (Not Elsewhere Classified)|GP|2015-04-03|2015-04-02|Penalty|D|9000|5369|1195|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
45_2016-02-01 22:08:53|10786210|Interactive Provider|3510|Hotels/Motels/Inns/Resorts|QA|2015-04-04|2015-04-03|Fee|D|9000|594|601|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
46_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-06|2015-04-05|Wire Payment|C|9000|84|685|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
47_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-09|2015-04-08|Wire Payment|C|9000|113|798|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
48_2016-02-01 22:08:53|10786210|South Virtual|3439|Car Rental|NC|2015-04-12|2015-04-11|Penalty|D|9000|68|730|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
49_2016-02-01 22:08:53|10786210|Frontier Electronic|5300|Wholesale Clubs|PN|2015-04-15|2015-04-14|Refund|D|9000|677|53|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
50_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-16|2015-04-15|e-Check Check|C|9000|11|64|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
51_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-17|2015-04-16|Online Transfer|C|9000|40|104|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
52_2016-02-01 22:08:53|10786210|Consulting Telecom Internet|3161|Airlines|US|2015-04-18|2015-04-17|Interest Charge|D|9000|31|73|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
53_2016-02-01 22:08:53|10786210|North Bell Bell|3104|Airlines|DK|2015-04-19|2015-04-18|Penalty|D|9000|50|23|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
54_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-22|2015-04-21|e-Check Check|C|9000|19|42|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
55_2016-02-01 22:08:53|10786210|Design Interactive|3643|Hotels/Motels/Inns/Resorts|US|2015-04-25|2015-04-24|Refund|D|9000|26|16|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
56_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-27|2015-04-26|Wire Payment|C|9000|2|18|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
57_2016-02-01 22:08:53|10786210|Payment|1111|Customer Payment|US|2015-04-30|2015-04-29|Cash Payment|C|9000|5|23|29032153408895999|mastercard|Use Case 5 - Green|Aili Morar|2|PFLUGERVILLE|TX|78660|US|
